Lens ID,Publication Year
119-910-970-842-996,2009
119-961-534-766-616,2019
119-992-866-933-355,2014
120-036-181-856-102,2016
120-059-519-011-935,2011
120-063-506-173-611,2003
120-153-780-232-038,2020
120-170-485-066-297,2020
120-214-434-114-73X,2015
120-317-561-525-98X,2018
120-376-910-094-453,2013
120-406-028-483-843,2013
120-410-985-002-206,2017
120-481-958-986-113,2019
120-486-957-370-280,2021
120-533-100-677-565,2020
120-690-740-365-85X,2014
120-735-512-354-231,2014
120-781-949-594-518,2004
120-856-792-074-672,2015
120-887-006-835-078,2019
120-920-797-349-392,2019
120-974-941-772-309,2017
121-062-946-223-143,2019
121-079-882-677-146,2020
121-097-878-114-024,2018
121-182-686-062-30X,2021
121-223-813-959-338,2017
121-264-915-588-444,2009
121-281-882-034-65X,2014
121-399-904-689-432,2003
121-429-811-650-867,2018
121-476-921-590-043,2012
121-610-576-408-216,2015
121-613-795-598-746,2016
121-623-126-419-068,2019
121-724-396-689-693,2021
121-755-355-079-129,2015
121-997-598-684-501,2020
122-040-911-650-443,2019
122-053-917-876-219,2016
122-072-235-255-566,2019
122-265-868-508-931,2017
122-342-669-796-842,2014
122-468-329-064-366,2020
122-564-915-786-29X,2021
122-631-416-093-787,2020
122-640-737-987-583,2007
122-698-576-985-051,2021
122-727-565-299-312,2010
122-732-277-425-587,2018
122-753-756-631-583,2016
122-826-302-220-135,2021
122-878-104-002-481,2016
123-042-891-278-01X,2003
123-128-083-579-25X,2014
123-143-761-986-15X,2018
123-161-744-818-620,2013
123-205-040-589-104,2019
123-374-826-445-484,2008
123-390-048-706-982,2009
123-414-663-518-805,2016
123-435-526-812-517,
123-440-504-602-275,2004
123-444-917-936-925,2015
123-571-797-374-009,2006
123-631-534-378-675,2014
123-631-948-989-767,2021
123-722-940-608-978,2015
123-808-520-570-456,2021
123-843-397-756-573,2012
123-963-600-638-73X,2018
124-169-021-385-131,2004
124-187-324-799-859,2016
124-218-836-247-336,2021
124-295-140-598-700,2013
124-322-622-074-695,2016
124-365-264-724-175,2019
124-365-422-165-795,2018
124-500-890-687-163,2015
124-627-966-153-685,2016
124-680-861-668-458,2018
124-733-227-118-527,2021
124-775-165-260-282,2010
124-844-775-766-21X,2021
125-104-138-841-70X,2016
125-241-823-010-577,
125-284-547-924-259,2016
125-494-710-041-33X,2004
125-513-706-682-282,2017
125-547-356-002-843,2015
125-554-194-703-182,2018
125-648-368-505-862,2013
125-665-398-885-629,2013
125-675-520-582-47X,2012
125-700-881-189-747,2018
125-728-465-025-529,2016
125-743-649-559-061,2009
125-787-751-686-184,2013
125-806-036-408-653,2016
125-964-154-959-134,2013
126-141-350-483-312,2018
126-222-777-180-948,2018
126-256-961-617-025,2020
126-397-081-407-547,2014
126-401-083-719-666,2015
126-681-692-655-214,2017
126-723-096-832-045,1999
126-728-077-338-554,2007
126-784-459-968-603,2017
126-948-607-252-868,2015
126-977-164-338-517,2019
127-192-158-636-08X,2019
127-210-713-407-988,2018
127-287-558-208-676,2017
127-456-514-720-656,2021
127-721-166-517-735,2012
127-728-350-145-89X,2011
127-793-045-843-174,2017
127-837-814-612-613,2012
127-848-386-630-893,1998
128-100-571-195-068,2010
128-130-347-614-149,2016
128-132-467-576-588,2006
128-139-466-253-957,2006
128-200-357-338-679,2008
128-218-433-500-785,2013
128-321-665-833-453,2000
128-335-557-606-306,2019
128-401-295-919-451,2016
128-515-480-679-002,2020
128-561-179-763-982,2021
128-568-025-490-661,2015
128-592-605-402-664,2020
128-608-822-602-56X,2012
128-652-861-204-116,2014
128-728-131-482-50X,2019
128-729-530-801-517,2018
128-818-124-352-300,2020
128-877-187-483-172,2011
129-189-651-007-776,1987
129-193-057-708-651,2014
129-227-723-327-950,2015
129-330-692-500-444,2016
129-342-640-143-148,2015
129-431-674-262-983,2019
129-452-353-174-715,2008
129-454-360-212-82X,2017
129-462-705-636-645,2019
129-485-840-396-965,2017
129-491-233-280-689,2019
129-497-132-656-998,2005
129-585-658-154-618,2014
129-727-681-650-274,2011
129-914-336-686-78X,2012
129-963-499-850-979,2004
130-086-706-432-897,2011
130-232-981-920-96X,2016
130-237-843-738-652,2016
130-241-786-356-122,2000
130-333-067-714-593,2020
130-355-002-864-491,2011
130-405-247-278-151,2019
130-422-801-867-258,2013
130-502-668-280-959,2021
130-628-119-551-211,2021
130-770-162-759-234,2017
130-801-517-736-154,2004
130-869-940-520-589,2010
130-959-862-701-374,2015
130-998-873-347-608,2016
131-039-760-945-030,2020
131-075-487-404-337,2015
131-139-249-212-065,2013
131-191-238-208-755,2021
131-199-151-338-406,2013
131-264-003-601-928,2019
131-343-480-340-578,2013
131-371-547-489-763,2011
131-373-409-297-228,2019
131-396-844-635-529,2021
131-438-610-727-415,2010
131-452-918-441-115,2016
131-476-608-337-378,2019
131-573-372-739-315,2021
131-783-559-430-348,2019
131-833-508-676-666,2016
131-880-333-377-833,2019
131-898-846-283-010,2012
131-962-960-996-982,2013
131-991-762-265-014,2014
132-003-246-823-497,2020
132-028-748-770-453,2019
132-119-715-566-134,2018
132-149-229-519-006,2013
132-319-453-073-124,
132-324-569-910-824,2012
132-380-341-823-35X,2019
132-407-465-802-005,2007
132-523-820-452-491,2021
132-615-730-082-894,2012
132-668-962-070-250,2015
132-702-381-363-051,
132-821-153-232-916,2021
132-830-191-737-362,2012
132-856-217-493-921,2012
132-900-409-901-999,2011
132-995-150-167-047,2020
133-026-579-497-579,2013
133-183-654-771-355,2012
133-199-969-705-164,2013
133-227-943-556-530,2020
133-253-372-353-666,2019
133-338-252-184-039,2014
133-379-527-880-975,2014
133-395-130-831-112,2009
133-565-118-778-805,2016
133-715-448-575-50X,2020
133-751-105-312-749,2013
133-751-553-733-811,2016
133-782-108-349-047,2013
133-914-778-604-379,2020
133-993-988-957-357,2021
134-041-364-651-550,2018
134-068-723-147-963,2014
134-076-712-805-617,
134-126-956-545-340,2020
134-175-449-205-879,2015
134-300-846-590-862,2017
134-340-372-111-44X,2018
134-683-368-698-22X,2018
134-733-414-860-367,2012
134-853-649-007-834,2013
134-913-264-669-871,2007
134-947-653-088-742,2017
135-153-664-745-973,2014
135-163-098-840-421,2017
135-180-941-274-756,2017
135-185-345-351-885,2012
135-474-800-105-397,2014
135-564-778-043-917,2015
135-575-081-579-483,2020
135-591-172-490-10X,2017
135-658-638-102-425,2020
135-698-317-513-318,
135-766-321-814-959,2014
135-772-042-383-739,2009
135-787-030-539-929,2021
135-794-372-199-931,2014
135-796-248-476-363,2020
135-825-465-745-937,2016
135-831-955-949-028,2000
136-059-716-434-989,2021
136-094-998-622-948,2019
136-099-441-256-648,2009
136-110-242-503-057,2021
136-117-268-344-295,2014
136-125-616-319-484,2014
136-162-080-518-110,2000
136-198-155-354-734,2014
136-278-238-846-232,2020
136-401-273-641-698,2017
136-406-957-517-359,2013
136-439-949-162-915,2018
136-448-127-703-844,2020
136-464-562-433-092,2007
136-586-085-562-822,2012
136-689-386-887-868,2016
136-700-721-217-007,2014
136-750-227-932-940,2019
136-762-320-834-788,2010
136-846-924-941-62X,2014
136-930-084-964-571,2017
136-949-153-181-934,2019
137-045-043-581-106,2012
137-203-217-683-921,2016
137-399-857-498-449,2019
137-438-754-014-113,2002
137-450-166-272-011,2013
137-453-402-157-204,2016
137-457-708-020-495,2014
137-532-620-568-752,2009
137-570-860-114-415,2021
137-782-543-733-292,2018
137-908-807-900-121,2013
137-958-089-212-097,2014
138-001-166-670-645,2014
138-075-940-284-308,2020
138-118-015-832-116,2020
138-215-868-284-531,2015
138-275-521-692-020,2021
138-368-044-278-689,2002
138-404-901-352-683,2015
138-437-485-872-823,2019
138-448-875-445-783,2019
138-543-763-989-714,2020
138-578-403-046-093,2015
138-590-569-522-856,2018
138-605-073-789-476,2017
138-616-668-022-85X,2018
138-654-914-442-575,2016
138-689-227-196-19X,2018
138-743-919-378-319,2013
138-834-536-119-014,2021
138-910-742-113-774,1999
139-108-672-452-583,2020
139-132-123-652-996,2017
139-414-504-655-782,2015
139-435-805-056-348,2009
139-491-240-567-218,2018
139-532-139-994-352,2021
139-639-776-027-293,2021
139-682-447-554-643,2012
139-724-487-869-255,2020
139-883-300-402-822,2007
140-100-423-542-229,2019
140-121-095-683-657,2012
140-197-420-599-573,2018
140-205-553-024-762,2021
140-236-429-308-057,2006
140-240-086-855-906,2019
140-302-207-644-613,2019
140-334-611-198-420,2015
140-355-531-260-055,2021
140-391-542-011-917,2011
140-572-841-860-428,2014
140-610-525-604-136,2005
140-621-474-972-150,2020
140-676-403-215-070,2021
140-723-588-136-158,2016
140-733-752-344-768,2012
140-868-373-733-42X,2009
141-093-367-118-776,2017
141-180-398-594-228,2017
141-260-171-243-247,2015
141-280-415-346-241,2011
141-401-240-454-299,2015
141-482-658-074-020,2021
141-591-972-274-971,2017
141-639-889-160-658,2019
141-743-783-760-188,2013
141-834-348-225-010,2021
141-873-284-432-812,2013
141-934-903-390-102,2013
142-074-374-653-649,2013
142-129-898-661-792,2010
142-333-924-927-346,2008
142-457-152-063-297,2008
142-511-348-515-165,2015
142-657-025-765-356,2020
142-660-817-973-193,2018
142-661-555-309-800,2021
142-770-072-331-010,2014
142-806-860-659-465,2018
142-872-897-604-981,2015
142-885-485-977-987,2015
142-929-076-720-584,2019
142-933-344-410-26X,2021
142-987-562-942-313,2018
143-034-596-473-328,2019
143-114-475-467-335,2016
143-277-766-642-822,2017
143-335-272-558-391,2020
143-362-708-070-447,2008
143-433-801-589-45X,2006
143-496-367-238-988,2019
143-616-629-461-906,2008
143-710-292-773-007,2017
143-787-235-910-63X,2014
143-906-035-445-365,2012
143-913-306-089-485,2008
144-047-101-303-781,2016
144-152-199-350-715,2020
144-197-918-832-235,2014
144-217-098-802-289,2017
144-220-239-182-034,2010
144-287-592-875-84X,2017
144-448-817-225-069,2016
144-521-465-748-218,2018
144-550-521-278-699,2021
144-594-578-092-881,2015
144-653-469-566-619,2011
144-784-927-614-738,2015
144-921-917-268-307,2013
144-936-996-067-66X,2019
145-061-937-392-46X,2001
145-088-932-337-277,2017
145-107-627-214-271,2020
145-176-972-090-790,2021
145-278-496-083-123,2013
145-279-047-390-640,2020
145-303-176-019-677,2015
145-366-415-263-131,2019
145-376-541-533-859,2014
145-498-906-483-90X,2009
145-570-494-403-240,2015
145-576-209-686-198,2016
145-647-909-868-596,2018
145-669-430-394-218,2015
145-699-492-524-222,2008
145-854-905-793-760,2021
145-934-120-931-334,2020
146-186-995-010-402,2017
146-320-232-432-02X,2021
146-724-082-186-716,2011
146-733-853-034-281,2018
146-768-705-840-628,2016
146-808-022-995-878,2020
146-835-507-301-305,2018
146-853-350-513-543,2012
146-984-047-205-011,2016
146-988-835-000-015,2013
147-016-361-171-575,2010
147-022-458-556-43X,2020
147-110-959-589-918,2014
147-262-434-939-885,2021
147-295-159-738-78X,2016
147-374-483-328-315,2021
147-430-885-423-79X,2019
147-451-207-150-289,2011
147-464-386-550-642,2020
147-585-649-926-244,2021
147-679-687-123-239,2010
147-932-236-426-413,2010
148-052-973-230-139,2004
148-057-587-208-067,2011
148-221-242-686-663,2020
148-367-604-343-118,2012
148-370-582-479-846,2020
148-418-957-518-320,2018
148-457-300-981-582,2000
148-470-438-361-294,2020
148-515-257-212-296,2020
148-546-464-285-369,2008
148-559-970-226-006,2016
148-573-693-725-712,2021
148-662-188-523-495,2012
148-754-116-016-732,2018
148-777-148-341-435,2013
148-780-631-920-880,2007
148-837-829-179-455,2009
148-854-430-021-810,2011
148-970-027-202-441,2020
149-031-860-754-802,2020
149-096-343-650-092,2020
149-138-971-201-290,2020
149-313-606-744-698,2015
149-414-150-967-633,2011
149-424-302-936-166,2003
149-498-397-398-269,2013
149-584-318-008-965,2006
149-660-533-607-428,2016
149-741-206-790-784,2008
149-753-205-594-19X,2009
149-779-696-027-928,2017
149-845-413-306-648,2003
149-926-263-586-991,2021
149-940-216-672-492,2015
150-066-035-676-942,2020
150-088-374-788-479,2011
150-175-318-869-683,2019
150-268-149-307-665,2016
150-311-716-606-719,2008
150-372-788-122-595,2021
150-447-654-763-251,2014
150-483-622-003-344,2013
150-514-307-120-814,2020
150-577-574-944-592,2020
150-581-819-636-670,2006
150-605-116-593-049,2012
150-612-146-510-780,2018
150-669-427-579-554,2018
150-681-228-248-543,2016
150-769-423-322-40X,2015
150-772-180-226-153,2017
150-850-928-870-768,1993
150-862-862-980-160,2012
150-876-356-675-38X,2020
151-038-795-934-332,2018
151-322-993-321-420,2010
151-331-282-323-248,2018
151-371-791-809-891,2018
151-462-452-238-610,2016
151-501-381-201-210,2015
151-667-536-954-648,2018
151-722-800-282-385,2018
151-733-978-295-195,2014
151-754-812-128-787,1993
151-781-041-908-278,2013
151-782-981-871-940,2017
151-812-270-232-805,2020
151-822-245-136-95X,2008
151-946-717-794-593,2017
152-009-977-152-490,2015
152-120-699-812-721,2020
152-334-915-071-512,2016
152-337-029-077-817,2020
152-406-893-900-075,2014
152-718-434-466-161,2020
152-941-580-055-573,2011
152-941-884-248-892,
152-984-697-253-805,2012
153-069-315-598-558,2009
153-085-393-989-343,2017
153-153-132-931-305,2004
153-238-489-599-280,2021
153-362-754-009-308,2013
153-436-331-509-289,2017
153-576-134-484-873,2012
153-778-739-886-512,2015
153-785-126-331-51X,2000
153-887-137-358-766,2019
154-020-349-990-661,2018
154-094-677-258-834,2010
154-310-315-737-065,2009
154-375-686-498-443,2020
154-382-034-546-054,2017
154-446-149-726-709,2014
154-485-322-416-475,2013
154-520-292-287-633,2019
154-700-489-949-619,2021
154-727-213-429-743,2001
154-739-243-674-166,2021
154-795-789-231-099,2016
154-893-457-706-421,2013
154-909-166-987-132,2016
155-007-238-073-190,2015
155-098-885-364-687,2014
155-116-610-743-553,2001
155-147-322-988-240,2018
155-260-560-773-805,2018
155-342-211-162-722,2011
155-427-168-446-14X,2016
155-433-593-327-935,2010
155-573-523-797-119,2010
155-575-543-230-530,2019
155-624-478-926-66X,2021
155-789-626-874-984,2016
155-899-963-099-664,2006
155-988-823-513-805,2006
156-002-587-698-598,2021
156-100-849-131-954,2021
156-137-412-365-079,2013
156-211-303-508-010,2021
156-290-398-950-108,2014
156-296-201-472-753,2019
156-359-680-859-28X,2017
156-449-105-510-638,2014
156-564-415-943-942,2017
156-572-322-038-599,2020
156-589-716-866-937,2012
156-668-098-139-606,2021
156-700-079-364-59X,2019
156-799-729-725-071,
156-848-770-673-398,2016
156-867-063-729-544,2014
156-888-540-901-822,2016
156-891-782-200-428,2011
156-921-825-500-450,2020
157-095-748-551-522,2020
157-189-951-618-996,2020
157-331-955-145-326,1973
157-419-443-119-681,2017
157-752-463-763-166,2017
157-788-158-093-957,2016
157-821-753-605-322,2013
157-974-841-660-599,2015
158-259-842-223-319,2013
158-287-207-445-965,2006
158-453-757-495-300,2006
158-622-692-233-83X,2006
158-650-044-317-718,2016
158-760-074-377-647,2019
158-825-756-395-951,1974
158-855-241-569-841,2021
158-862-133-976-808,2010
158-897-625-761-790,2007
158-930-177-224-511,2012
158-966-428-402-437,2012
159-012-479-920-356,2016
159-080-130-430-113,2017
159-110-462-157-883,2007
159-113-560-446-404,2019
159-176-264-067-133,2016
159-189-439-844-743,2007
159-249-368-648-105,2005
159-315-024-333-68X,2014
159-356-719-651-087,2016
159-416-464-010-959,2010
159-480-447-811-005,2013
159-487-862-340-003,2014
159-568-001-403-249,2010
159-639-543-743-710,2009
159-785-695-254-09X,2011
159-835-048-889-753,2020
159-932-167-698-858,2007
160-045-092-103-075,2012
160-195-696-113-26X,2021
160-254-750-025-955,2015
160-378-927-205-885,2016
160-413-541-149-922,2015
160-439-601-420-856,2013
160-462-384-904-699,2017
160-516-397-474-238,2007
160-646-031-172-812,2007
160-784-930-518-51X,2009
160-888-040-539-606,2021
160-888-342-081-549,2008
160-940-936-289-916,2011
160-961-964-808-683,2020
160-967-974-340-073,2016
161-124-045-964-763,2020
161-230-081-545-477,1899
161-260-228-389-390,2018
161-269-238-339-304,2015
161-349-852-233-868,2012
161-416-344-955-474,2009
161-526-558-817-883,2013
161-581-832-072-549,2019
161-584-234-955-919,2020
161-885-651-330-126,2021
161-894-366-793-29X,2021
161-905-914-551-947,2017
162-089-640-180-133,2014
162-141-996-249-635,2017
162-194-898-452-049,2015
162-458-592-349-571,2015
162-497-391-725-86X,2020
162-566-569-065-739,2020
162-628-789-692-751,2021
162-656-614-910-671,2019
162-739-575-299-745,2018
163-010-824-627-544,2012
163-351-830-801-452,2020
163-372-677-674-022,2015
163-537-957-201-425,2015
163-555-124-235-734,2015
163-829-332-907-916,2014
163-875-501-480-915,2009
163-900-858-840-196,2007
164-084-220-352-568,2016
164-235-306-719-987,2014
164-310-458-594-754,2016
164-330-549-428-557,2015
164-344-077-453-099,2008
164-448-393-599-803,2009
164-551-155-221-181,2015
164-661-744-090-340,2005
164-719-376-876-647,2016
164-762-607-244-860,2019
164-835-062-032-95X,2015
164-975-533-353-253,2015
164-986-144-869-102,2012
165-002-548-745-650,2012
165-217-828-329-780,2015
165-235-166-473-976,2011
165-468-568-152-160,2015
165-473-826-693-311,2012
165-536-488-713-230,2013
165-684-768-915-456,2017
165-729-938-727-981,2014
165-772-129-702-26X,2012
165-855-928-297-76X,2018
165-930-077-123-266,2013
165-958-530-810-801,
166-004-806-780-586,2014
166-117-028-262-387,2009
166-133-765-956-864,2017
166-140-526-463-582,2018
166-205-370-355-677,2006
166-334-450-793-360,2004
166-621-106-094-095,2019
166-675-642-293-18X,2020
166-782-552-725-894,2010
166-831-691-266-841,2014
166-845-182-953-149,2021
166-905-182-821-05X,2015
166-938-372-450-166,2020
167-052-960-264-961,1998
167-075-826-695-340,2015
167-146-044-350-095,2017
167-148-857-257-284,2020
167-343-389-769-353,2020
167-619-262-329-97X,2006
167-908-560-010-52X,2020
168-109-341-354-803,2019
168-117-835-605-06X,2001
168-354-989-767-650,2017
168-446-651-303-523,2019
168-457-329-833-845,2011
168-634-433-758-309,2018
168-680-419-276-087,2007
168-721-257-934-478,2007
168-802-622-605-336,2020
168-847-714-985-427,2018
168-869-517-498-467,2011
168-888-751-129-09X,2019
168-938-849-800-630,2015
169-057-212-439-32X,2017
169-066-971-531-471,2021
169-099-045-159-130,2021
169-141-319-475-824,2010
169-322-589-737-428,2020
169-347-985-877-431,2015
169-682-546-493-792,1999
169-722-965-499-439,2018
169-729-321-446-077,2009
170-138-590-504-715,2019
170-252-872-584-142,2008
170-374-568-674-640,2020
170-475-098-308-576,2020
170-515-336-744-28X,2013
170-561-734-481-507,2021
170-594-495-346-690,2021
170-826-879-256-504,2020
170-881-085-258-34X,2010
170-926-036-862-176,2000
170-953-346-920-013,2011
171-215-072-695-083,2014
171-247-985-259-231,2021
171-331-409-312-382,2020
171-449-930-715-661,2009
171-508-163-833-399,2011
171-570-747-965-00X,2018
171-626-010-625-908,2018
171-745-591-223-588,2016
171-798-457-922-15X,2018
171-833-186-915-513,2015
171-889-830-648-966,2020
172-004-832-795-99X,2012
172-008-423-171-359,2017
172-396-936-751-428,2020
172-450-806-282-277,2010
172-467-181-256-810,2004
172-533-090-993-519,2012
172-589-222-042-25X,2021
172-783-245-274-263,2019
172-837-723-570-747,2018
173-108-492-178-495,2019
173-127-052-443-914,2020
173-149-879-517-990,2015
173-185-134-695-301,1987
173-260-793-146-135,2016
173-308-871-785-881,2015
173-335-979-438-80X,2016
173-386-259-290-616,2011
173-392-560-648-77X,2021
173-567-394-260-914,2009
173-706-659-592-859,2021
173-943-145-517-586,2019
174-090-173-308-68X,2005
174-113-222-850-010,2015
174-306-652-661-261,2019
174-400-231-300-311,2013
174-448-285-390-458,2014
174-554-547-671-524,2017
174-573-516-527-865,2021
174-592-256-857-414,2019
174-676-413-568-578,2015
174-706-249-345-966,2008
174-828-997-519-031,2005
174-861-924-616-046,2008
174-888-320-430-38X,2020
175-024-249-641-763,2020
175-150-958-855-606,2018
175-155-683-227-08X,2014
175-172-373-700-542,2015
175-185-072-733-255,2021
175-231-407-781-051,2021
175-235-900-777-871,2021
175-282-042-110-625,2021
175-285-105-266-04X,2018
175-298-479-565-397,2019
175-324-526-711-737,2011
175-362-015-485-894,2021
175-443-218-048-146,2015
175-480-642-303-25X,2021
175-508-234-226-058,2011
175-538-066-498-130,2019
175-549-138-583-523,2013
175-659-200-318-753,2020
175-828-983-548-524,2016
175-849-129-118-122,2013
175-969-060-413-145,2017
176-006-369-201-540,2013
176-019-790-697-511,2007
176-058-171-440-014,2015
176-066-539-227-87X,2020
176-258-017-424-610,2015
176-707-649-868-544,2021
176-954-153-171-514,2014
177-054-252-576-448,2007
177-261-342-050-871,2021
177-576-825-578-650,2016
177-614-616-442-719,2020
177-752-204-160-446,2021
177-836-155-501-109,2021
177-839-154-189-663,2016
177-878-441-184-787,2009
178-109-752-000-252,2015
178-185-563-218-572,2016
178-231-776-544-069,2014
178-382-766-619-440,2010
178-667-995-419-847,2019
178-676-232-781-762,2018
178-726-241-122-614,2018
178-762-783-056-47X,2009
178-821-148-335-522,2019
178-912-717-311-63X,2011
178-921-956-016-376,2013
178-991-917-831-566,2019
179-013-313-579-901,2015
179-029-023-915-504,2017
179-139-860-625-106,
179-177-459-890-47X,2019
179-257-165-385-443,2008
179-299-216-867-385,2019
179-345-697-534-008,2020
179-532-918-027-012,2017
179-613-826-142-974,2018
179-657-344-561-396,2018
179-684-395-921-113,2020
179-862-743-623-825,2019
179-886-130-662-895,2014
180-247-313-512-181,2016
180-285-251-889-270,2020
180-328-277-136-32X,2020
180-473-691-344-088,2020
180-486-281-875-428,2012
180-569-645-869-234,2021
180-611-585-220-797,2018
180-724-692-507-030,2016
180-824-927-572-020,2019
181-078-476-094-596,2015
181-207-721-552-094,2012
181-255-341-981-264,2008
181-326-000-771-467,2014
181-499-268-580-616,2009
181-555-202-461-589,2018
181-603-008-748-248,2016
181-608-719-430-116,1999
181-658-287-532-738,2014
181-738-643-520-937,2021
182-024-107-092-176,2018
182-051-785-610-896,2017
182-168-514-376-70X,2008
182-200-708-090-977,2018
182-234-041-103-842,2011
182-421-433-194-740,2014
182-574-868-022-590,2010
182-751-149-770-60X,2013
182-972-763-733-592,2001
183-071-221-988-96X,2009
183-099-422-432-575,2018
183-110-501-733-75X,2021
183-367-423-963-675,2021
183-448-423-262-339,2021
183-458-058-675-694,2010
183-491-745-164-540,2017
183-570-695-965-678,
183-647-953-444-772,1999
183-764-721-352-433,2014
183-902-502-067-07X,2013
184-093-072-269-630,2004
184-192-436-501-837,2016
184-253-726-437-147,2018
184-548-700-292-080,2015
184-566-798-644-353,2019
184-697-446-525-65X,2020
184-896-812-045-763,2019
185-104-848-396-387,2016
185-209-672-002-241,2016
185-292-966-353-311,2016
185-344-521-521-302,2005
185-404-135-294-887,2012
185-450-823-255-491,2015
185-458-356-192-140,2013
185-514-572-141-27X,2019
185-520-786-713-836,2015
185-593-129-080-431,2017
185-733-254-876-73X,2021
185-816-722-266-697,2018
185-945-822-151-812,2016
185-989-719-438-211,2019
185-997-986-492-714,2016
186-012-007-683-128,2016
186-041-874-505-939,2006
186-111-159-346-669,2017
186-236-179-303-657,2011
186-303-042-711-534,2013
186-579-757-692-274,2011
186-759-584-992-735,1998
186-777-332-023-785,2009
186-835-896-204-904,2014
186-840-201-225-634,2021
186-885-533-847-455,2013
186-929-437-263-160,2014
186-942-751-599-814,2011
187-158-592-840-750,2016
187-555-355-466-389,2011
187-587-841-164-972,2020
187-714-787-822-434,
187-820-187-580-40X,2014
187-929-720-941-39X,2021
187-934-935-451-589,2014
188-163-890-453-081,2021
188-175-342-087-39X,2016
188-393-135-587-928,2015
188-571-075-378-989,2009
188-735-017-152-058,2011
188-793-000-293-052,2020
188-795-845-952-565,2013
189-061-969-471-652,2012
189-109-262-733-41X,2008
189-137-634-351-120,2017
189-189-805-316-165,2016
189-209-088-991-074,2013
189-259-493-571-060,2019
189-375-800-398-340,2016
189-425-082-587-026,1989
189-636-976-944-862,2011
189-867-576-807-509,2012
189-886-530-608-268,2008
189-926-891-333-582,2013
190-005-221-487-75X,2014
190-066-335-333-029,2009
190-160-747-894-00X,2002
190-201-481-684-678,2013
190-297-830-003-762,2020
190-525-858-950-202,1998
190-833-540-031-155,2002
190-878-260-744-424,2011
190-941-044-698-08X,1998
191-016-189-783-793,2013
191-133-651-374-408,2019
191-434-210-117-894,2014
191-469-117-980-044,2015
191-531-341-600-397,2017
191-684-057-667-575,2021
191-814-962-287-452,2010
191-848-812-524-606,2019
191-961-392-068-900,2020
192-355-346-162-53X,2013
192-362-940-182-862,2013
192-375-717-284-164,2009
192-393-641-144-817,2016
192-564-665-606-661,2012
192-601-319-829-985,2009
192-686-817-873-116,2007
192-773-360-450-679,2010
192-798-734-999-510,2013
193-042-373-586-476,2020
193-059-096-349-317,2015
193-162-254-018-675,2021
193-325-913-954-090,2021
193-354-350-246-148,2008
193-409-206-966-090,2016
193-471-962-843-923,2015
193-903-106-365-689,2021
194-094-196-336-062,2014
194-097-800-411-844,2020
194-126-009-373-962,2019
194-191-364-850-592,2012
194-216-802-910-953,2017
194-293-783-165-263,2015
194-672-804-444-895,2017
194-690-119-573-778,2015
194-692-934-311-546,1997
194-746-111-498-865,2020
194-968-093-934-857,2013
194-970-918-836-817,2020
195-044-177-692-214,2020
195-130-923-851-32X,
195-168-949-566-686,2014
195-327-032-626-435,2019
195-408-274-477-457,2019
195-472-018-679-929,2013
195-705-011-547-848,2007
195-966-320-160-423,2020
196-086-047-469-50X,2014
196-391-636-633-145,2013
196-600-634-040-862,2016
196-736-094-327-899,2012
197-074-984-755-648,2007
197-155-291-089-253,2019
197-189-890-393-48X,2018
197-213-727-216-368,2005
197-312-607-429-522,2018
197-415-499-328-856,2019
197-542-299-337-565,2011
197-846-537-437-485,2021
197-846-969-214-39X,2017
197-864-357-548-734,2016
197-897-044-936-227,2021
198-036-453-965-135,2006
198-046-880-923-609,2017
198-128-393-750-754,2013
198-288-449-410-648,2014
198-521-556-349-457,2015
198-554-242-174-78X,2012
198-645-380-613-107,2020
198-716-586-796-653,2017
198-747-980-960-660,2009
198-751-511-196-841,2010
198-799-331-032-260,2017
198-808-131-348-449,2011
198-909-184-750-258,2012
199-007-593-297-89X,2021
199-053-055-096-342,2012
199-076-501-126-057,2019
199-291-361-701-495,2018
199-359-846-544-457,2014
199-527-347-069-823,2020
199-568-616-628-285,2013
199-615-281-715-975,2015
199-831-390-571-09X,2006
199-897-380-654-23X,2010
199-974-588-889-763,2012
